customer_id,recency,frequency,monetary,R,F,M,rfm_score,segment
CUST_20633,11,3,210.49,5,5,5,15,Champion
CUST_20634,75,2,149.6,5,5,4,14,Champion
CUST_20635,352,1,77.76,1,3,3,7,At Risk
CUST_20636,163,1,67.88,3,3,2,8,Loyal Customer
CUST_20637,128,1,52.94,3,3,1,7,Loyal Customer
CUST_20638,311,1,30.17,1,3,1,5,At Risk
CUST_20639,153,3,431.2,3,5,5,13,Loyal Customer
CUST_20640,320,1,176.0,1,3,5,9,At Risk
CUST_20641,151,2,194.0,3,5,5,13,Loyal Customer
CUST_20642,163,4,606.98,3,5,5,13,Loyal Customer
CUST_20643,266,1,60.0,1,3,1,5,At Risk
CUST_20644,207,1,74.8,2,3,3,8,At Risk
CUST_20645,148,1,63.0,3,3,2,8,Loyal Customer
CUST_20646,153,1,88.36,3,3,3,9,Loyal Customer
CUST_20647,298,1,78.58,1,3,3,7,At Risk
CUST_20648,247,1,69.62,2,3,2,7,At Risk
CUST_20649,313,1,176.0,1,3,5,9,At Risk
CUST_20650,105,1,56.0,4,3,1,8,Loyal Customer
CUST_20651,173,1,88.0,3,3,3,9,Loyal Customer
CUST_20652,334,1,72.36,1,3,2,6,At Risk
CUST_20653,232,1,68.0,2,3,2,7,At Risk
CUST_20654,145,1,67.57,3,3,2,8,Loyal Customer
CUST_20655,160,1,74.46,3,3,3,9,Loyal Customer
CUST_20656,131,1,8.64,3,3,1,7,Loyal Customer
CUST_20657,272,1,123.2,1,3,4,8,At Risk
CUST_20658,262,1,30.1,1,3,1,5,At Risk
CUST_20659,26,1,112.57,5,3,4,12,Loyal Customer
CUST_20660,279,2,144.16,1,5,4,10,At Risk
CUST_20661,169,2,127.19999999999999,3,5,4,12,Loyal Customer
CUST_20662,60,1,123.0,5,3,4,12,Loyal Customer
CUST_20663,45,1,74.0,5,3,2,10,Loyal Customer
CUST_20664,334,1,73.61,1,3,2,6,At Risk
CUST_20665,161,1,83.0,3,3,3,9,Loyal Customer
CUST_20666,232,1,36.0,2,3,1,6,At Risk
CUST_20667,222,1,120.73,2,3,4,9,At Risk
CUST_20668,75,1,102.0,5,3,3,11,Loyal Customer
CUST_20669,4,2,222.0,5,5,5,15,Champion
CUST_20670,244,1,66.1,2,3,2,7,At Risk
CUST_20671,128,1,8.6,3,3,1,7,Loyal Customer
CUST_20672,47,1,85.61,5,3,3,11,Loyal Customer
CUST_20673,124,2,136.72,4,5,4,13,Champion
CUST_20674,138,1,23.94,3,3,1,7,Loyal Customer
CUST_20675,214,1,47.41,2,3,1,6,At Risk
CUST_20676,332,2,158.04,1,5,4,10,At Risk
CUST_20677,210,1,74.63,2,3,3,8,At Risk
CUST_20678,158,1,73.95,3,3,2,8,Loyal Customer
CUST_20679,138,2,106.55000000000001,3,5,4,12,Loyal Customer
CUST_20680,269,1,73.27,1,3,2,6,At Risk
CUST_20681,234,1,72.93,2,3,2,7,At Risk
CUST_20682,47,1,129.45,5,3,4,12,Loyal Customer
CUST_20683,47,1,108.63,5,3,4,12,Loyal Customer
CUST_20684,292,1,44.77,1,3,1,5,At Risk
CUST_20685,170,1,24.61,3,3,1,7,Loyal Customer
CUST_20686,187,1,218.0,2,3,5,10,At Risk
CUST_20687,177,1,254.88,3,3,5,11,Loyal Customer
CUST_20688,131,3,332.52,3,5,5,13,Loyal Customer
CUST_20689,296,1,72.93,1,3,2,6,At Risk
CUST_20690,103,1,221.47,4,3,5,12,Loyal Customer
CUST_20691,349,1,164.8,1,3,4,8,At Risk
CUST_20692,151,1,30.03,3,3,1,7,Loyal Customer
CUST_20693,138,2,87.07000000000001,3,5,3,11,Loyal Customer
CUST_20694,96,1,18.32,4,3,1,8,Loyal Customer
CUST_20695,297,2,107.0,1,5,4,10,At Risk
CUST_20696,75,5,358.04,5,5,5,15,Champion
CUST_20697,310,1,122.0,1,3,4,8,At Risk
CUST_20698,187,1,98.0,2,3,3,8,At Risk
CUST_20699,187,1,61.2,2,3,2,7,At Risk
CUST_20700,23,1,74.0,5,3,2,10,Loyal Customer
CUST_20701,45,1,71.12,5,3,2,10,Loyal Customer
CUST_20702,120,1,69.0,4,3,2,9,Loyal Customer
CUST_20703,310,1,68.0,1,3,2,6,At Risk
CUST_20704,25,1,115.71,5,3,4,12,Loyal Customer
CUST_20705,136,1,30.0,3,3,1,7,Loyal Customer
CUST_20706,194,1,46.8,2,3,1,6,At Risk
CUST_20707,138,6,774.4300000000001,3,5,5,13,Loyal Customer
CUST_20708,265,2,330.0,1,5,5,11,At Risk
CUST_20709,175,2,131.0,3,5,4,12,Loyal Customer
CUST_20710,125,1,84.6,4,3,3,10,Loyal Customer
CUST_20711,55,2,130.0,5,5,4,14,Champion
CUST_20712,351,1,158.0,1,3,4,8,At Risk
CUST_20713,248,1,63.0,2,3,2,7,At Risk
CUST_20714,47,1,74.0,5,3,2,10,Loyal Customer
CUST_20715,272,2,124.6,1,5,4,10,At Risk
CUST_20716,249,1,66.94,2,3,2,7,At Risk
CUST_20717,153,1,70.95,3,3,2,8,Loyal Customer
CUST_20718,145,1,119.84,3,3,4,10,Loyal Customer
CUST_20719,189,1,197.93,2,3,5,10,At Risk
CUST_20720,84,1,30.38,4,3,1,8,Loyal Customer
CUST_20721,271,1,32.0,1,3,1,5,At Risk
CUST_20722,350,1,59.36,1,3,1,5,At Risk
CUST_20723,146,1,72.0,3,3,2,8,Loyal Customer
CUST_20724,147,1,73.07,3,3,2,8,Loyal Customer
CUST_20725,201,1,68.0,2,3,2,7,At Risk
CUST_20726,255,2,235.0,2,5,5,12,At Risk
CUST_20727,127,1,62.0,3,3,2,8,Loyal Customer
CUST_20728,313,1,200.66,1,3,5,9,At Risk
CUST_20729,101,1,73.14,4,3,2,9,Loyal Customer
CUST_20730,161,1,57.46,3,3,1,7,Loyal Customer
CUST_20731,47,1,78.0,5,3,3,11,Loyal Customer
CUST_20732,134,1,55.9,3,3,1,7,Loyal Customer
CUST_20733,149,1,72.76,3,3,2,8,Loyal Customer
CUST_20734,270,1,73.44,1,3,2,6,At Risk
CUST_20735,298,1,43.34,1,3,1,5,At Risk
CUST_20736,75,1,74.0,5,3,2,10,Loyal Customer
CUST_20737,122,1,8.0,4,3,1,8,Loyal Customer
CUST_20738,138,1,49.57,3,3,1,7,Loyal Customer
CUST_20739,47,2,140.4,5,5,4,14,Champion
CUST_20740,320,1,234.96,1,3,5,9,At Risk
CUST_20741,202,1,65.72,2,3,2,7,At Risk
CUST_20742,229,1,68.0,2,3,2,7,At Risk
CUST_20743,47,1,78.0,5,3,3,11,Loyal Customer
CUST_20744,254,1,58.0,2,3,1,6,At Risk
CUST_20745,132,1,89.02,3,3,3,9,Loyal Customer
CUST_20746,332,1,74.29,1,3,3,7,At Risk
CUST_20747,124,1,91.78,4,3,3,10,Loyal Customer
CUST_20748,127,1,62.0,3,3,2,8,Loyal Customer
CUST_20749,279,1,72.93,1,3,2,6,At Risk
CUST_20750,277,2,58.45,1,5,1,7,At Risk
CUST_20751,47,3,289.57000000000005,5,5,5,15,Champion
CUST_20752,237,1,72.76,2,3,2,7,At Risk
CUST_20753,219,1,58.0,2,3,1,6,At Risk
CUST_20754,46,9,976.13,5,5,5,15,Champion
CUST_20755,103,1,78.44,4,3,3,10,Loyal Customer
CUST_20756,151,1,63.0,3,3,2,8,Loyal Customer
CUST_20757,34,2,212.95999999999998,5,5,5,15,Champion
CUST_20758,138,1,67.58,3,3,2,8,Loyal Customer
CUST_20759,175,1,68.0,3,3,2,8,Loyal Customer
CUST_20760,251,1,143.38,2,3,4,9,At Risk
CUST_20761,103,2,222.6,4,5,5,14,Champion
CUST_20762,215,2,301.23,2,5,5,12,At Risk
CUST_20763,206,1,75.14,2,3,3,8,At Risk
CUST_20764,171,1,73.44,3,3,2,8,Loyal Customer
CUST_20765,192,1,66.59,2,3,2,7,At Risk
CUST_20766,298,1,81.84,1,3,3,7,At Risk
CUST_20767,319,1,172.25,1,3,5,9,At Risk
CUST_20768,138,1,84.0,3,3,3,9,Loyal Customer
CUST_20769,153,1,128.7,3,3,4,10,Loyal Customer
CUST_20770,30,1,74.0,5,3,2,10,Loyal Customer
CUST_20771,172,1,73.07,3,3,2,8,Loyal Customer
CUST_20772,137,1,198.0,3,3,5,11,Loyal Customer
CUST_20773,47,1,126.99,5,3,4,12,Loyal Customer
CUST_20774,318,2,204.0,1,5,5,11,At Risk
CUST_20775,46,2,81.2,5,5,3,13,Champion
CUST_20776,123,3,395.29,4,5,5,14,Champion
CUST_20777,176,2,288.43,3,5,5,13,Loyal Customer
CUST_20778,172,1,136.0,3,3,4,10,Loyal Customer
CUST_20779,125,1,78.0,4,3,3,10,Loyal Customer
CUST_20780,238,1,68.0,2,3,2,7,At Risk
CUST_20781,186,1,56.11,2,3,1,6,At Risk
CUST_20782,125,1,48.14,4,3,1,8,Loyal Customer
CUST_20783,123,4,420.0,4,5,5,14,Champion
CUST_20784,252,1,68.67,2,3,2,7,At Risk
CUST_20785,25,1,43.98,5,3,1,9,Loyal Customer
CUST_20786,188,1,145.52,2,3,4,9,At Risk
CUST_20787,365,1,150.3,1,3,4,8,At Risk
CUST_20788,303,1,68.0,1,3,2,6,At Risk
CUST_20789,310,2,59.36,1,5,1,7,At Risk
CUST_20790,268,1,84.77,1,3,3,7,At Risk
CUST_20791,128,1,48.0,3,3,1,7,Loyal Customer
CUST_20792,125,1,67.18,4,3,2,9,Loyal Customer
CUST_20793,123,1,23.6,4,3,1,8,Loyal Customer
CUST_20794,138,2,334.0,3,5,5,13,Loyal Customer
CUST_20795,187,2,125.31,2,5,4,11,At Risk
CUST_20796,62,1,148.0,5,3,4,12,Loyal Customer
CUST_20797,57,1,27.6,5,3,1,9,Loyal Customer
CUST_20798,138,2,436.0,3,5,5,13,Loyal Customer
CUST_20799,125,1,44.0,4,3,1,8,Loyal Customer
CUST_20800,47,1,74.0,5,3,2,10,Loyal Customer
CUST_20801,209,1,125.32,2,3,4,9,At Risk
CUST_20802,47,2,152.0,5,5,4,14,Champion
CUST_20803,117,1,107.6,4,3,4,11,Loyal Customer
CUST_20804,297,1,28.0,1,3,1,5,At Risk
CUST_20805,237,1,63.0,2,3,2,7,At Risk
CUST_20806,224,1,126.0,2,3,4,9,At Risk
CUST_20807,122,1,48.0,4,3,1,8,Loyal Customer
CUST_20808,187,2,207.63,2,5,5,12,At Risk
CUST_20809,207,3,221.0,2,5,5,12,At Risk
CUST_20810,232,1,136.0,2,3,4,9,At Risk
CUST_20811,265,1,28.0,1,3,1,5,At Risk
CUST_20812,312,2,60.0,1,5,1,7,At Risk
CUST_20813,214,1,30.49,2,3,1,6,At Risk
CUST_20814,320,1,69.15,1,3,2,6,At Risk
CUST_20815,299,1,52.25,1,3,1,5,At Risk
CUST_20816,47,1,82.68,5,3,3,11,Loyal Customer
CUST_20817,173,1,5.39,3,3,1,7,Loyal Customer
CUST_20818,355,1,28.0,1,3,1,5,At Risk
CUST_20819,177,1,73.27,3,3,2,8,Loyal Customer
CUST_20820,75,2,132.0,5,5,4,14,Champion
CUST_20821,75,1,74.0,5,3,2,10,Loyal Customer
CUST_20822,208,2,193.68,2,5,5,12,At Risk
CUST_20823,168,1,55.12,3,3,1,7,Loyal Customer
CUST_20824,163,1,143.26,3,3,4,10,Loyal Customer
CUST_20825,174,2,146.54,3,5,4,12,Loyal Customer
CUST_20826,64,1,93.0,5,3,3,11,Loyal Customer
CUST_20827,75,1,74.0,5,3,2,10,Loyal Customer
CUST_20828,175,2,214.0,3,5,5,13,Loyal Customer
CUST_20829,162,1,219.39,3,3,5,11,Loyal Customer
CUST_20830,243,1,113.31,2,3,4,9,At Risk
CUST_20831,71,1,95.03,5,3,3,11,Loyal Customer
CUST_20832,284,1,193.25,1,3,5,9,At Risk
CUST_20833,122,1,8.72,4,3,1,8,Loyal Customer
CUST_20834,47,2,138.45,5,5,4,14,Champion
CUST_20835,320,1,68.0,1,3,2,6,At Risk
CUST_20836,99,1,32.63,4,3,1,8,Loyal Customer
CUST_20837,124,3,542.0,4,5,5,14,Champion
CUST_20838,107,1,58.0,4,3,1,8,Loyal Customer
CUST_20839,53,1,28.0,5,3,1,9,Loyal Customer
CUST_20840,293,1,73.95,1,3,2,6,At Risk
CUST_20841,47,1,85.81,5,3,3,11,Loyal Customer
CUST_20842,74,2,102.23,5,5,3,13,Champion
CUST_20843,138,1,203.11,3,3,5,11,Loyal Customer
CUST_20844,103,1,79.37,4,3,3,10,Loyal Customer
CUST_20845,306,1,144.0,1,3,4,8,At Risk
CUST_20846,272,1,103.78,1,3,4,8,At Risk
CUST_20847,148,1,111.54,3,3,4,10,Loyal Customer
CUST_20848,320,1,197.24,1,3,5,9,At Risk
CUST_20849,358,1,74.63,1,3,3,7,At Risk
CUST_20850,123,1,30.09,4,3,1,8,Loyal Customer
CUST_20851,92,1,84.64,4,3,3,10,Loyal Customer
CUST_20852,174,1,63.0,3,3,2,8,Loyal Customer
CUST_20853,185,1,134.0,2,3,4,9,At Risk
CUST_20854,125,2,74.74,4,5,3,12,Champion
CUST_20855,229,1,134.82,2,3,4,9,At Risk
CUST_20856,318,1,65.49,1,3,2,6,At Risk
CUST_20857,75,1,119.5,5,3,4,12,Loyal Customer
CUST_20858,187,2,116.91,2,5,4,11,At Risk
CUST_20859,125,1,22.0,4,3,1,8,Loyal Customer
CUST_20860,130,1,183.96,3,3,5,11,Loyal Customer
CUST_20861,213,4,348.47,2,5,5,12,At Risk
CUST_20862,54,1,62.94,5,3,2,10,Loyal Customer
CUST_20863,312,1,72.0,1,3,2,6,At Risk
CUST_20864,142,1,44.0,3,3,1,7,Loyal Customer
CUST_20865,103,1,78.44,4,3,3,10,Loyal Customer
CUST_20866,300,1,68.0,1,3,2,6,At Risk
CUST_20867,246,2,135.07,2,5,4,11,At Risk
CUST_20868,320,1,352.0,1,3,5,9,At Risk
CUST_20869,135,1,8.0,3,3,1,7,Loyal Customer
CUST_20870,151,1,117.94,3,3,4,10,Loyal Customer
CUST_20871,58,1,276.48,5,3,5,13,Loyal Customer
CUST_20872,47,1,78.0,5,3,3,11,Loyal Customer
CUST_20873,206,1,52.0,2,3,1,6,At Risk
CUST_20874,138,1,88.0,3,3,3,9,Loyal Customer
CUST_20875,47,1,104.28,5,3,4,12,Loyal Customer
CUST_20876,359,1,107.5,1,3,4,8,At Risk
CUST_20877,157,2,298.08000000000004,3,5,5,13,Loyal Customer
CUST_20878,147,8,705.05,3,5,5,13,Loyal Customer
CUST_20879,130,2,206.56,3,5,5,13,Loyal Customer
CUST_20880,75,6,1160.4,5,5,5,15,Champion
CUST_20881,181,2,140.5,2,5,4,11,At Risk
CUST_20882,103,2,244.0,4,5,5,14,Champion
CUST_20883,141,1,66.6,3,3,2,8,Loyal Customer
CUST_20884,75,1,119.36,5,3,4,12,Loyal Customer
CUST_20885,37,2,94.6,5,5,3,13,Champion
CUST_20886,75,1,120.49,5,3,4,12,Loyal Customer
CUST_20887,75,1,66.6,5,3,2,10,Loyal Customer
CUST_20888,262,1,73.61,1,3,2,6,At Risk
CUST_20889,297,1,151.22,1,3,4,8,At Risk
CUST_20890,179,1,78.49,2,3,3,8,At Risk
CUST_20891,47,2,416.78999999999996,5,5,5,15,Champion
CUST_20892,185,3,213.6,2,5,5,12,At Risk
CUST_20893,311,1,348.52,1,3,5,9,At Risk
CUST_20894,122,1,152.4,4,3,4,11,Loyal Customer
CUST_20895,40,4,357.2,5,5,5,15,Champion
CUST_20896,143,2,204.0,3,5,5,13,Loyal Customer
CUST_20897,210,1,73.7,2,3,2,7,At Risk
CUST_20898,237,1,124.0,2,3,4,9,At Risk
CUST_20899,138,3,113.35999999999999,3,5,4,12,Loyal Customer
CUST_20900,224,1,29.96,2,3,1,6,At Risk
CUST_20901,297,1,62.34,1,3,2,6,At Risk
CUST_20902,94,1,36.47,4,3,1,8,Loyal Customer
CUST_20903,47,3,236.39,5,5,5,15,Champion
CUST_20904,21,1,74.0,5,3,2,10,Loyal Customer
CUST_20905,146,1,81.22,3,3,3,9,Loyal Customer
CUST_20906,213,1,146.84,2,3,4,9,At Risk
CUST_20907,271,1,21.65,1,3,1,5,At Risk
CUST_20908,224,1,68.0,2,3,2,7,At Risk
CUST_20909,173,3,271.6,3,5,5,13,Loyal Customer
CUST_20910,150,1,95.04,3,3,3,9,Loyal Customer
CUST_20911,47,6,780.1600000000001,5,5,5,15,Champion
CUST_20912,75,2,142.0,5,5,4,14,Champion
CUST_20913,189,1,86.65,2,3,3,8,At Risk
CUST_20914,47,3,215.0,5,5,5,15,Champion
CUST_20915,136,1,233.2,3,3,5,11,Loyal Customer
CUST_20916,100,1,91.34,4,3,3,10,Loyal Customer
CUST_20917,320,1,100.0,1,3,3,7,At Risk
CUST_20918,103,1,162.44,4,3,4,11,Loyal Customer
CUST_20919,67,2,124.28999999999999,5,5,4,14,Champion
CUST_20920,229,1,200.0,2,3,5,10,At Risk
CUST_20921,75,1,79.55,5,3,3,11,Loyal Customer
CUST_20922,242,1,103.6,2,3,4,9,At Risk
CUST_20923,75,1,126.56,5,3,4,12,Loyal Customer
CUST_20924,47,1,84.06,5,3,3,11,Loyal Customer
CUST_20925,138,2,218.11,3,5,5,13,Loyal Customer
CUST_20926,103,1,74.0,4,3,2,9,Loyal Customer
CUST_20927,349,1,146.54,1,3,4,8,At Risk
CUST_20928,306,1,86.4,1,3,3,7,At Risk
CUST_20929,215,3,341.2,2,5,5,12,At Risk
CUST_20930,138,3,198.48,3,5,5,13,Loyal Customer
CUST_20931,126,1,96.58,4,3,3,10,Loyal Customer
CUST_20932,162,1,66.78,3,3,2,8,Loyal Customer
CUST_20933,355,1,30.17,1,3,1,5,At Risk
CUST_20934,103,1,137.44,4,3,4,11,Loyal Customer
CUST_20935,168,2,312.0,3,5,5,13,Loyal Customer
CUST_20936,257,1,57.24,2,3,1,6,At Risk
CUST_20937,87,1,177.89,4,3,5,12,Loyal Customer
CUST_20938,345,1,55.45,1,3,1,5,At Risk
CUST_20939,114,1,200.36,4,3,5,12,Loyal Customer
CUST_20940,116,1,25.0,4,3,1,8,Loyal Customer
CUST_20941,87,1,74.0,4,3,2,9,Loyal Customer
CUST_20942,103,1,212.85,4,3,5,12,Loyal Customer
CUST_20943,75,1,78.44,5,3,3,11,Loyal Customer
CUST_20944,130,1,8.48,3,3,1,7,Loyal Customer
CUST_20945,238,1,74.29,2,3,3,8,At Risk
CUST_20946,179,1,67.62,2,3,2,7,At Risk
CUST_20947,120,1,32.1,4,3,1,8,Loyal Customer
CUST_20948,24,2,321.6,5,5,5,15,Champion
CUST_20949,124,1,78.88,4,3,3,10,Loyal Customer
CUST_20950,75,2,163.56,5,5,4,14,Champion
CUST_20951,75,7,1230.77,5,5,5,15,Champion
CUST_20952,360,1,68.0,1,3,2,6,At Risk
CUST_20953,317,1,122.0,1,3,4,8,At Risk
CUST_20954,75,1,79.18,5,3,3,11,Loyal Customer
CUST_20955,75,4,339.0,5,5,5,15,Champion
CUST_20956,323,1,305.11,1,3,5,9,At Risk
CUST_20957,267,1,68.0,1,3,2,6,At Risk
CUST_20958,202,1,204.0,2,3,5,10,At Risk
CUST_20959,272,1,34.76,1,3,1,5,At Risk
CUST_20960,103,1,74.0,4,3,2,9,Loyal Customer
CUST_20961,177,2,147.9,3,5,4,12,Loyal Customer
CUST_20962,138,2,366.8,3,5,5,13,Loyal Customer
CUST_20963,196,1,34.32,2,3,1,6,At Risk
CUST_20964,259,1,202.19,1,3,5,9,At Risk
CUST_20965,222,2,158.6,2,5,4,11,At Risk
CUST_20966,135,1,48.0,3,3,1,7,Loyal Customer
CUST_20967,168,1,62.0,3,3,2,8,Loyal Customer
CUST_20968,73,3,260.31,5,5,5,15,Champion
CUST_20969,123,1,23.32,4,3,1,8,Loyal Customer
CUST_20970,211,3,250.16,2,5,5,12,At Risk
CUST_20971,75,1,78.44,5,3,3,11,Loyal Customer
CUST_20972,128,1,30.73,3,3,1,7,Loyal Customer
CUST_20973,153,1,74.0,3,3,2,8,Loyal Customer
CUST_20974,137,2,128.33,3,5,4,12,Loyal Customer
CUST_20975,260,1,68.0,1,3,2,6,At Risk
CUST_20976,138,1,65.72,3,3,2,8,Loyal Customer
CUST_20977,75,1,205.39,5,3,5,13,Loyal Customer
CUST_20978,138,1,194.55,3,3,5,11,Loyal Customer
CUST_20979,223,2,131.3,2,5,4,11,At Risk
CUST_20980,57,1,73.14,5,3,2,10,Loyal Customer
CUST_20981,174,1,68.0,3,3,2,8,Loyal Customer
CUST_20982,333,1,149.26,1,3,4,8,At Risk
CUST_20983,7,1,80.48,5,3,3,11,Loyal Customer
CUST_20984,122,1,18.32,4,3,1,8,Loyal Customer
CUST_20985,299,2,50.46,1,5,1,7,At Risk
CUST_20986,288,1,83.94,1,3,3,7,At Risk
CUST_20987,142,1,29.0,3,3,1,7,Loyal Customer
CUST_20988,257,1,110.74,2,3,4,9,At Risk
CUST_20989,71,1,79.74,5,3,3,11,Loyal Customer
CUST_20990,136,1,68.05,3,3,2,8,Loyal Customer
CUST_20991,157,1,136.0,3,3,4,10,Loyal Customer
CUST_20992,124,1,62.0,4,3,2,9,Loyal Customer
CUST_20993,62,1,73.14,5,3,2,10,Loyal Customer
CUST_20994,213,1,140.26,2,3,4,9,At Risk
CUST_20995,251,1,100.0,2,3,3,8,At Risk
CUST_20996,146,1,143.38,3,3,4,10,Loyal Customer
CUST_20997,168,1,93.22,3,3,3,9,Loyal Customer
CUST_20998,147,1,131.0,3,3,4,10,Loyal Customer
CUST_20999,132,1,57.0,3,3,1,7,Loyal Customer
CUST_21000,210,2,149.94,2,5,4,11,At Risk
CUST_21001,244,1,30.55,2,3,1,6,At Risk
CUST_21002,125,1,51.12,4,3,1,8,Loyal Customer
CUST_21003,243,1,106.78,2,3,4,9,At Risk
CUST_21004,207,1,68.0,2,3,2,7,At Risk
CUST_21005,207,1,28.0,2,3,1,6,At Risk
CUST_21006,142,1,68.0,3,3,2,8,Loyal Customer
CUST_21007,18,1,81.62,5,3,3,11,Loyal Customer
CUST_21008,320,2,59.92,1,5,1,7,At Risk
CUST_21009,139,1,72.0,3,3,2,8,Loyal Customer
CUST_21010,138,1,67.74,3,3,2,8,Loyal Customer
CUST_21011,138,1,68.39,3,3,2,8,Loyal Customer
CUST_21012,138,1,55.33,3,3,1,7,Loyal Customer
CUST_21013,297,1,132.75,1,3,4,8,At Risk
CUST_21014,239,1,66.78,2,3,2,7,At Risk
CUST_21015,163,1,55.12,3,3,1,7,Loyal Customer
CUST_21016,298,1,100.8,1,3,3,7,At Risk
CUST_21017,147,1,67.7,3,3,2,8,Loyal Customer
CUST_21018,157,1,146.54,3,3,4,10,Loyal Customer
CUST_21019,50,1,98.0,5,3,3,11,Loyal Customer
CUST_21020,64,1,120.66,5,3,4,12,Loyal Customer
CUST_21021,237,1,53.0,2,3,1,6,At Risk
CUST_21022,334,1,72.44,1,3,2,6,At Risk
CUST_21023,272,1,63.39,1,3,2,6,At Risk
CUST_21024,63,1,118.0,5,3,4,12,Loyal Customer
CUST_21025,173,4,332.0,3,5,5,13,Loyal Customer
CUST_21026,255,1,146.6,2,3,4,9,At Risk
CUST_21027,3,1,79.74,5,3,3,11,Loyal Customer
CUST_21028,130,1,174.82,3,3,5,11,Loyal Customer
CUST_21029,352,1,73.95,1,3,2,6,At Risk
CUST_21030,47,1,78.0,5,3,3,11,Loyal Customer
CUST_21031,234,1,58.0,2,3,1,6,At Risk
CUST_21032,109,9,931.56,4,5,5,14,Champion
CUST_21033,245,1,72.76,2,3,2,7,At Risk
CUST_21034,79,3,82.0,4,5,3,12,Champion
CUST_21035,181,1,96.6,2,3,3,8,At Risk
CUST_21036,105,1,147.66,4,3,4,11,Loyal Customer
CUST_21037,56,1,147.53,5,3,4,12,Loyal Customer
CUST_21038,344,2,93.28,1,5,3,9,At Risk
CUST_21039,138,1,65.72,3,3,2,8,Loyal Customer
CUST_21040,127,1,126.37,3,3,4,10,Loyal Customer
CUST_21041,174,3,152.0,3,5,4,12,Loyal Customer
CUST_21042,125,1,8.62,4,3,1,8,Loyal Customer
CUST_21043,69,1,30.31,5,3,1,9,Loyal Customer
CUST_21044,152,1,52.0,3,3,1,7,Loyal Customer
CUST_21045,138,1,320.0,3,3,5,11,Loyal Customer
CUST_21046,157,1,59.51,3,3,1,7,Loyal Customer
CUST_21047,280,1,58.0,1,3,1,5,At Risk
CUST_21048,278,1,62.9,1,3,2,6,At Risk
CUST_21049,47,1,78.0,5,3,3,11,Loyal Customer
CUST_21050,107,1,34.0,4,3,1,8,Loyal Customer
CUST_21051,217,1,74.8,2,3,3,8,At Risk
CUST_21052,208,1,52.0,2,3,1,6,At Risk
CUST_21053,201,1,32.0,2,3,1,6,At Risk
CUST_21054,139,1,72.08,3,3,2,8,Loyal Customer
CUST_21055,189,1,30.45,2,3,1,6,At Risk
CUST_21056,296,1,100.58,1,3,3,7,At Risk
CUST_21057,343,1,77.58,1,3,3,7,At Risk
CUST_21058,138,1,95.26,3,3,3,9,Loyal Customer
CUST_21059,151,1,32.0,3,3,1,7,Loyal Customer
CUST_21060,334,1,67.25,1,3,2,6,At Risk
CUST_21061,158,1,257.51,3,3,5,11,Loyal Customer
CUST_21062,60,1,77.22,5,3,3,11,Loyal Customer
CUST_21063,138,1,66.81,3,3,2,8,Loyal Customer
CUST_21064,57,1,74.77,5,3,3,11,Loyal Customer
CUST_21065,109,1,74.0,4,3,2,9,Loyal Customer
CUST_21066,320,1,73.95,1,3,2,6,At Risk
CUST_21067,300,2,301.74,1,5,5,11,At Risk
CUST_21068,84,1,74.35,4,3,3,10,Loyal Customer
CUST_21069,246,1,171.0,2,3,5,10,At Risk
CUST_21070,71,1,30.35,5,3,1,9,Loyal Customer
CUST_21071,312,1,65.95,1,3,2,6,At Risk
CUST_21072,261,1,29.96,1,3,1,5,At Risk
CUST_21073,272,1,84.19,1,3,3,7,At Risk
CUST_21074,334,1,162.53,1,3,4,8,At Risk
CUST_21075,90,1,281.4,4,3,5,12,Loyal Customer
CUST_21076,327,1,28.0,1,3,1,5,At Risk
CUST_21077,75,1,108.89,5,3,4,12,Loyal Customer
CUST_21078,172,2,308.6,3,5,5,13,Loyal Customer
CUST_21079,196,4,232.0,2,5,5,12,At Risk
CUST_21080,63,1,73.14,5,3,2,10,Loyal Customer
CUST_21081,155,1,95.04,3,3,3,9,Loyal Customer
CUST_21082,67,4,383.34000000000003,5,5,5,15,Champion
CUST_21083,47,4,743.8,5,5,5,15,Champion
CUST_21084,138,1,218.65,3,3,5,11,Loyal Customer
CUST_21085,297,2,329.4,1,5,5,11,At Risk
CUST_21086,238,1,68.0,2,3,2,7,At Risk
CUST_21087,330,1,172.38,1,3,5,9,At Risk
CUST_21088,47,1,112.66,5,3,4,12,Loyal Customer
CUST_21089,249,1,53.16,2,3,1,6,At Risk
CUST_21090,47,1,96.05,5,3,3,11,Loyal Customer
CUST_21091,101,1,74.0,4,3,2,9,Loyal Customer
CUST_21092,107,1,60.18,4,3,1,8,Loyal Customer
CUST_21093,48,4,151.27,5,5,4,14,Champion
CUST_21094,183,1,53.0,2,3,1,6,At Risk
CUST_21095,363,1,68.0,1,3,2,6,At Risk
CUST_21096,75,1,74.0,5,3,2,10,Loyal Customer
CUST_21097,98,7,794.26,4,5,5,14,Champion
CUST_21098,297,1,73.44,1,3,2,6,At Risk
CUST_21099,137,1,80.0,3,3,3,9,Loyal Customer
CUST_21100,306,1,120.0,1,3,4,8,At Risk
CUST_21101,16,1,186.56,5,3,5,13,Loyal Customer
CUST_21102,337,1,32.0,1,3,1,5,At Risk
CUST_21103,47,1,74.0,5,3,2,10,Loyal Customer
CUST_21104,107,2,142.0,4,5,4,13,Champion
